linkid,Average_Daily_SeniorPopulation_Travelling,IDRoute
811471524,4131.298676,"[1.0, 13.0]"
811471525,723.244216,"[1.0, 13.0, 1.0, 13.0]"
811471526,1247.1144860000002,"[1.0, 13.0, 1.0, 13.0, 1.0, 13.0, 1.0, 13.0]"
811471527,2679.404584,"[nan, nan, nan, nan]"
811472825,745.567673,"[67.0, 67.0]"
811473661,659.483184,"[nan, nan]"
811473662,659.483184,"[nan, nan]"
811474767,555.65928,"[37.0, 58.0, 67.0, 37.0, 58.0, 67.0]"
811474768,125.570887,[nan]
811474851,326.484305,[nan]
811474852,115.57713,[nan]
811474853,311.337333,"[nan, nan]"
811474854,252.636664,"[nan, nan]"
811475205,96.314275,[nan]
811475207,349.941866,"[nan, nan]"
811475208,210.974126,"[nan, nan]"
811475843,995.247509,[nan]
811475844,105.070118,[nan]
811475845,1100.317627,[nan]
811477414,8888.454986,"[1.0, 13.0, 1.0, 13.0, 1.0, 13.0]"
811477415,5336.14487,"[1.0, 13.0, 1.0, 13.0, 1.0, 13.0]"
811477437,11551.150446,"[nan, nan, nan, nan, nan, nan]"
811478466,144.471413,[nan]
811479291,4565.835663000001,"[nan, nan, nan]"
811479292,233.489151,"[nan, nan]"
811479293,660.4407430000001,"[nan, nan]"
811479294,281.711723,[nan]
811479295,313.512143,[nan]
811479296,926.8365900000001,"[nan, nan]"
811479297,7749.710319,"[nan, nan]"
811479298,5223.765724,"[nan, nan]"
811479416,3874.870206,"[48.0, 48.0, 48.0]"
811479417,4473.750071,"[48.0, 48.0, 48.0]"
811479418,326.484305,[48.0]
811480959,3255.7736919999998,"[1.0, 1.0]"
811480960,1815.583419,"[nan, nan]"
811481097,1669.7229580000003,"[nan, nan, nan]"
811482943,232.349402,"[51.0, 51.0]"
811482944,356.362818,"[51.0, 51.0, 51.0]"
811482965,697.0482059999999,"[9.0, 30.0, 82.0, 9.0, 30.0, 82.0]"
811482966,674.821836,"[9.0, 30.0, 82.0, 9.0, 30.0, 82.0]"
811483268,233.203075,[nan]
811483269,338.273193,"[nan, nan]"
811483276,329.51735,"[nan, nan]"
811483277,338.273193,"[nan, nan]"
811483537,233.203075,[nan]
811483538,233.203075,[nan]
811483539,6928.627871999999,"[29.0, 31.0, 79.0, 29.0, 31.0, 79.0, 29.0, 31.0, 79.0, 29.0, 31.0, 79.0]"
811483540,15807.847542000001,"[29.0, 31.0, 79.0, 29.0, 31.0, 79.0, 29.0, 31.0, 79.0, 29.0, 31.0, 79.0, 29.0, 31.0, 79.0]"
811483541,82.555093,[nan]
811483542,619.079507,"[nan, nan]"
811484206,210202.3888440001,"[105.0, 110.0, 112.0, 113.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0, 105.0, 110.0, 112.0, 113.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0, 105.0, 110.0, 112.0, 113.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0, 105.0, 110.0, 112.0, 113.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0]"
811484207,145217.5067279999,"[105.0, 110.0, 112.0, 113.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0, 105.0, 110.0, 112.0, 113.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0, 105.0, 110.0, 112.0, 113.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0]"
811484208,21376.132287,"[112.0, 112.0, 112.0]"
811484209,10296.309417,"[112.0, 112.0, 112.0]"
811484210,2404.049533,"[nan, nan]"
811484211,2001.280746,"[nan, nan]"
811484212,525.566766,"[nan, nan]"
811484213,3350.522505,"[nan, nan]"
811484214,3200.205845,"[nan, nan]"
811484215,2472.34511,"[nan, nan]"
811484455,25657.088425999995,"[13.0, 51.0, 13.0, 51.0, 13.0, 51.0, 13.0, 51.0, 13.0, 51.0, 13.0, 51.0]"
811484456,12752.12255,"[13.0, 51.0, 13.0, 51.0, 13.0, 51.0, 13.0, 51.0]"
811484474,1107.750374,[101.0]
811484475,4615.758594,"[nan, nan, nan]"
811484749,3921.467364,"[29.0, 35.0, 45.0, 79.0, 29.0, 35.0, 45.0, 79.0]"
811484754,233.376897,[nan]
811484992,136.035127,[nan]
811486038,296.891048,"[nan, nan]"
811486039,128.419033,[nan]
811486040,128.419033,[nan]
811486041,128.419033,[nan]
811486042,272.070254,[nan]
811486140,573.215567,"[nan, nan]"
811486286,261.60601399999996,"[nan, nan]"
811486372,543.369442,"[34.0, 78.0, 34.0, 78.0]"
811486373,330.220372,"[34.0, 78.0]"
811486505,636.424624,"[nan, nan]"
811486506,1035.70564,"[nan, nan, nan]"
811533319,476.796525,"[nan, nan]"
811533320,476.796525,"[nan, nan]"
811533321,741.764858,"[nan, nan, nan, nan]"
811533322,824.5725540000001,"[nan, nan, nan]"
811534052,809.732358,"[nan, nan, nan, nan, nan]"
811534053,332.325112,[nan]
811534054,476.796525,"[nan, nan]"
811534055,332.325112,[nan]
811534822,291.527724,"[nan, nan, nan]"
811534823,115.57713,[nan]
811534824,128.419033,[nan]
811534825,128.419033,[nan]
811535965,622.504236,"[nan, nan, nan]"
811535968,105.070118,[nan]
811536407,6379.873574,"[105.0, 105.0]"
811538296,27.548637,[nan]
811538297,400.489287,[nan]
811538298,378.870401,"[nan, nan]"
811538300,465.35603799999996,"[nan, nan, nan]"
811538301,382.800945,[nan]
811541866,3139.773391,[nan]
811543706,916.211099,"[nan, nan, nan, nan]"
811543708,326.484305,[nan]
811543709,115.57713,[6.0]
811548713,105.070118,[33.0]
811548715,230.641005,"[33.0, 33.0]"
811549486,722.357065,"[6.0, 9.0, 29.0, 52.0, 70.0]"
811549488,2996.873755,"[6.0, 9.0, 29.0, 52.0, 70.0, 6.0, 9.0, 29.0, 52.0, 70.0, 6.0, 9.0, 29.0, 52.0, 70.0]"
811549682,664.650224,[98.0]
811550839,270.042299,[nan]
811550840,805.5375719999998,"[49.0, 52.0, 55.0, 67.0, 49.0, 52.0, 55.0, 67.0]"
811550859,4891.57342,"[6.0, 9.0, 29.0, 52.0, 70.0, 6.0, 9.0, 29.0, 52.0, 70.0, 6.0, 9.0, 29.0, 52.0, 70.0]"
811550860,3440.5320650000003,"[6.0, 9.0, 29.0, 52.0, 70.0, 6.0, 9.0, 29.0, 52.0, 70.0]"
811551151,34807.63662199999,"[110.0, 133.0, 110.0, 133.0]"
811551152,18852.609641,"[nan, nan, nan]"
811551153,1353.961136,[nan]
811551157,23090.529148,"[110.0, 133.0, 110.0, 133.0]"
811551158,40390.98654599999,"[110.0, 133.0, 110.0, 133.0, 110.0, 133.0]"
811551159,443.10015,"[111.0, 133.0]"
811551160,221.550075,[nan]
811551161,221.550075,[nan]
811551162,221.550075,[nan]
811551164,13514.55456,"[110.0, 133.0]"
811551165,29958.581466,"[110.0, 133.0, 110.0, 133.0]"
811551166,18461.192526,"[nan, nan]"
811551168,7034.214873,"[nan, nan]"
811551180,1307.453222,"[6.0, 52.0, 6.0, 52.0, 6.0, 52.0]"
811552274,96.314275,[nan]
811552614,43646.751126,"[111.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0, 111.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0]"
811552615,50678.016975000006,"[111.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0, 111.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0, 111.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0]"
811552616,4689.542601,"[nan, nan]"
811552617,11200.807174,"[145.0, 152.0, 145.0, 152.0]"
811552618,164439.51483599996,"[110.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0, 110.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0, 110.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0]"
811552619,19813.795619999997,"[nan, nan, nan, nan, nan]"
811552804,664.650224,[nan]
811552968,160489.147113,"[111.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0, 111.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0, 111.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0, 111.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0, 111.0, 115.0, 118.0, 137.0, 145.0, 146.0, 147.0, 152.0, 161.0]"
811553620,1686.286248,[nan]
811553621,1907.836323,[nan]
811554693,152.89649,"[nan, nan]"
811554695,283.011858,"[nan, nan]"
811554696,260.048543,"[nan, nan]"
811554697,39.015695,[nan]
811555102,390.025047,"[nan, nan, nan]"
811555103,579.581126,"[nan, nan, nan]"
811555453,204.052691,[nan]
811555454,2535.773042,"[nan, nan, nan, nan]"
811555456,1552.69484,[nan]
811555457,2377.658839,[nan]
811556119,474.691784,[nan]
811556120,165.110186,[nan]
811556123,699.1646800000001,"[57.0, 57.0]"
811556125,165.110186,[nan]
811556126,426.245167,[nan]
811556436,763.6346100000001,"[nan, nan, nan]"
811556437,550.077807,"[nan, nan, nan]"
811556438,36947.31337199997,"[2.0, 3.0, 4.0, 35.0, 39.0, 42.0, 45.0, 50.0, 57.0, 64.0, 68.0, 71.0, 2.0, 3.0, 4.0, 35.0, 39.0, 42.0, 45.0, 50.0, 57.0, 64.0, 68.0, 71.0, 2.0, 3.0, 4.0, 35.0, 39.0, 42.0, 45.0, 50.0, 57.0, 64.0, 68.0, 71.0, 2.0, 3.0, 4.0, 35.0, 39.0, 42.0, 45.0, 50.0, 57.0, 64.0, 68.0, 71.0, 2.0, 3.0, 4.0, 35.0, 39.0, 42.0, 45.0, 50.0, 57.0, 64.0, 68.0, 71.0, 2.0, 3.0, 4.0, 35.0, 39.0, 42.0, 45.0, 50.0, 57.0, 64.0, 68.0, 71.0]"
811556439,54717.015299999985,"[2.0, 3.0, 4.0, 35.0, 39.0, 42.0, 45.0, 50.0, 57.0, 64.0, 68.0, 71.0, 2.0, 3.0, 4.0, 35.0, 39.0, 42.0, 45.0, 50.0, 57.0, 64.0, 68.0, 71.0, 2.0, 3.0, 4.0, 35.0, 39.0, 42.0, 45.0, 50.0, 57.0, 64.0, 68.0, 71.0, 2.0, 3.0, 4.0, 35.0, 39.0, 42.0, 45.0, 50.0, 57.0, 64.0, 68.0, 71.0, 2.0, 3.0, 4.0, 35.0, 39.0, 42.0, 45.0, 50.0, 57.0, 64.0, 68.0, 71.0, 2.0, 3.0, 4.0, 35.0, 39.0, 42.0, 45.0, 50.0, 57.0, 64.0, 68.0, 71.0, 2.0, 3.0, 4.0, 35.0, 39.0, 42.0, 45.0, 50.0, 57.0, 64.0, 68.0, 71.0]"
811556442,357.449257,"[nan, nan, nan]"
811556443,390.471294,"[nan, nan, nan]"
811557661,115.57713,[nan]
811557663,136.035127,[nan]
811558337,718.373006,"[nan, nan, nan, nan]"
811558339,688.154795,"[nan, nan, nan, nan]"
811558340,1498.6174979999996,"[nan, nan, nan, nan, nan, nan]"
811558541,816.210762,[nan]
811558542,581.98328,"[nan, nan, nan]"
811558543,233.203075,[nan]
811559201,548.10757,"[nan, nan]"
811559202,860.245269,"[nan, nan, nan]"
811559203,230.95705,"[nan, nan]"
811559204,144.471413,[nan]
811559205,148.401957,[nan]
811559207,115.57713,[nan]
811559909,1370.85677,"[nan, nan]"
811559910,8241.372178000001,"[29.0, 44.0, 29.0, 44.0, 29.0, 44.0, 29.0, 44.0]"
811560648,7332.626751,"[nan, nan, nan]"
811560682,996.975336,"[138.0, 139.0, 140.0]"
811560683,68526.88901000001,"[130.0, 134.0, 138.0, 139.0, 140.0, 130.0, 134.0, 138.0, 139.0, 140.0]"
811560686,2326.275785,[nan]
811560687,664.650224,[nan]
811560688,10314.408819,"[nan, nan, nan]"
811560690,8960.64574,"[130.0, 138.0, 139.0, 140.0, 130.0, 138.0, 139.0, 140.0]"
811560691,3323.25112,"[130.0, 138.0, 139.0, 140.0, 130.0, 138.0, 139.0, 140.0]"
811560940,6221.947110000003,"[29.0, 33.0, 79.0, 29.0, 33.0, 79.0, 29.0, 33.0, 79.0, 29.0, 33.0, 79.0, 29.0, 33.0, 79.0, 29.0, 33.0, 79.0]"
811560941,8905.191528,"[29.0, 33.0, 79.0, 29.0, 33.0, 79.0, 29.0, 33.0, 79.0, 29.0, 33.0, 79.0, 29.0, 33.0, 79.0, 29.0, 33.0, 79.0, 29.0, 33.0, 79.0]"
811619747,136.035127,[nan]
811619748,326.484305,[nan]
811620717,5499.374590000001,"[6.0, 9.0, 29.0, 52.0, 70.0, 6.0, 9.0, 29.0, 52.0, 70.0, 6.0, 9.0, 29.0, 52.0, 70.0, 6.0, 9.0, 29.0, 52.0, 70.0]"
811620718,2960.0522199999996,"[6.0, 9.0, 29.0, 52.0, 70.0, 6.0, 9.0, 29.0, 52.0, 70.0, 6.0, 9.0, 29.0, 52.0, 70.0]"
811625640,3656.6784470000002,"[13.0, 13.0, 13.0]"
811625641,4064.7838279999996,"[13.0, 13.0, 13.0]"
811625642,491.202803,[13.0]
811625644,659.382344,[nan]
811625645,1059.928494,[13.0]
811625646,1602.386656,[13.0]
811625647,1238.797862,[13.0]
811625897,5900.16702,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
811626563,11979.475347999998,"[37.0, 49.0, 63.0, 84.0, 37.0, 49.0, 63.0, 84.0, 37.0, 49.0, 63.0, 84.0, 37.0, 49.0, 63.0, 84.0]"
811627724,847.956307,"[nan, nan]"
811627725,847.956307,"[nan, nan]"
811629308,369.238202,[nan]
811629554,828.6431520000001,"[11.0, 34.0, 11.0, 34.0]"
811629555,110.754232,"[11.0, 34.0, 78.0, 79.0]"
811629556,96.314275,[nan]
811629557,96.314275,[nan]
811629562,364.243077,[nan]
811629563,364.243077,[nan]
811629564,364.243077,[nan]
811629565,259.172958,[nan]
811629566,10655.057484000003,"[2.0, 3.0, 4.0, 35.0, 45.0, 64.0, 2.0, 3.0, 4.0, 35.0, 45.0, 64.0, 2.0, 3.0, 4.0, 35.0, 45.0, 64.0, 2.0, 3.0, 4.0, 35.0, 45.0, 64.0, 2.0, 3.0, 4.0, 35.0, 45.0, 64.0, 2.0, 3.0, 4.0, 35.0, 45.0, 64.0]"
811630970,342.031177,[nan]
811630973,467.60206400000004,"[nan, nan]"
811630974,234.398989,"[nan, nan]"
811630976,108.828102,[nan]
811630978,435.312407,[nan]
811630981,563.73144,"[nan, nan]"
811630982,560.883294,"[nan, nan]"
811630986,560.883294,"[nan, nan]"
811631134,88.905485,[nan]
811632956,7909.020744,"[39.0, 44.0, 74.0, 39.0, 44.0, 74.0, 39.0, 44.0, 74.0, 39.0, 44.0, 74.0]"
811633411,870.624813,[nan]
811633412,560.883294,"[nan, nan]"
811633415,435.312407,[nan]
811633513,233.203075,[nan]
811633945,1226.689427,"[nan, nan, nan, nan]"
811633946,546.513792,"[nan, nan, nan]"
811633947,914.6088419999999,"[nan, nan, nan, nan, nan]"
811633948,2055.1741810000003,"[nan, nan, nan, nan, nan, nan]"
811633971,233.203075,[nan]
811633972,435.312407,[nan]
811633973,408.105381,[nan]
811633974,435.312407,[nan]
811633976,233.203075,[nan]
811634167,1328.49469,"[nan, nan, nan]"
811634395,3225.9758699999998,"[nan, nan]"
811634398,3400.878176,[nan]
811634479,144.471413,[nan]
811634480,581.8645349999999,"[nan, nan]"
811634481,630.311152,"[nan, nan, nan]"
811635474,82.555093,[13.0]
811635475,144.471413,[13.0]
811636042,136.035127,[nan]
811636046,435.312407,[nan]
811636047,435.312407,[nan]
811636458,1461.029425,"[nan, nan]"
811636459,221.88516199999998,"[nan, nan]"
811636460,973.245646,[nan]
811636461,1398.33678,"[nan, nan, nan]"
811636463,773.208306,"[13.0, 51.0]"
811636499,910.860987,[nan]
811636500,910.860987,[nan]
811636501,910.860987,[nan]
811636502,910.860987,[nan]
811636503,910.860987,[101.0]
811636564,4551.421994,"[13.0, 51.0, 13.0, 51.0]"
811636565,4373.611024,"[13.0, 51.0]"
811636810,19103.420028,"[101.0, 111.0, 116.0, 123.0, 101.0, 111.0, 116.0, 123.0]"
811636811,3643.443948,"[101.0, 111.0, 116.0, 123.0]"
811636813,910.860987,[nan]
811636814,910.860987,[nan]
811636833,2187.971098,"[48.0, 65.0, 48.0, 65.0, 48.0, 65.0]"
811637088,2853.7790800000002,"[13.0, 33.0, 44.0, 48.0, 51.0, 13.0, 33.0, 44.0, 48.0, 51.0, 13.0, 33.0, 44.0, 48.0, 51.0]"
811637089,12938.934574999996,"[13.0, 33.0, 44.0, 48.0, 51.0, 13.0, 33.0, 44.0, 48.0, 51.0, 13.0, 33.0, 44.0, 48.0, 51.0, 13.0, 33.0, 44.0, 48.0, 51.0]"
811637530,148.401957,[nan]
811638183,204.052691,[nan]
811638184,204.052691,[nan]
811638356,278.819282,"[nan, nan]"
811638357,278.819282,"[nan, nan]"
811638609,1453.842165,"[nan, nan, nan, nan]"
811638610,1253.207253,"[nan, nan, nan]"
811638611,1769.9438139999997,"[34.0, 79.0, 34.0, 79.0, 34.0, 79.0, 34.0, 79.0]"
811638612,1025.495574,"[34.0, 79.0]"
811638706,408.105381,[nan]
811638747,1436.907969,"[nan, nan, nan, nan]"
811638748,352.454648,"[nan, nan]"
811638760,3726.6373700000004,"[nan, nan, nan]"
811638761,3830.5246880000004,"[nan, nan, nan]"
811638762,1060.926994,"[nan, nan]"
811638918,4373.264541,"[nan, nan, nan, nan, nan]"
811638920,1082.422071,"[nan, nan]"
811638921,2883.898722,"[nan, nan]"
811639004,6005.883572999999,"[11.0, 35.0, 79.0, 11.0, 35.0, 79.0]"
811639005,3963.7589380000004,"[35.0, 79.0, 35.0, 79.0]"
811639006,2262.351032,"[nan, nan]"
811639007,1230.833613,[nan]
811639009,2384.596073,"[nan, nan]"
811639010,3228.28608,"[11.0, 35.0, 79.0, 11.0, 35.0, 79.0, 11.0, 35.0, 79.0]"
811639011,1917.4510340000002,"[11.0, 79.0, 11.0, 79.0]"
811639013,8420.620038000001,"[11.0, 35.0, 79.0, 11.0, 35.0, 79.0]"
811639041,910.860987,[nan]
811639042,332.325112,[165.0]
811639043,910.860987,[nan]
811639045,910.860987,[nan]
811639046,910.860987,[nan]
811639047,1318.966368,"[nan, nan]"
811639048,1114.9136780000001,"[nan, nan]"
811639050,204.052691,[nan]
811639051,910.860987,[nan]
811639054,998.8460640000001,"[nan, nan]"
811639055,731.98849,"[nan, nan]"
811639056,309.581598,[nan]
811639057,224.733308,[nan]
811639061,782.826905,"[nan, nan]"
811639062,272.890446,[nan]
811639154,116.601537,[nan]
811639155,205.507022,"[nan, nan]"
811639466,359.57329300000004,"[nan, nan, nan]"
811639467,362.074888,"[39.0, 39.0]"
811639468,1289.2282679999998,"[nan, nan, nan, nan, nan]"
811639469,125.570887,[nan]
811639470,666.0065450000001,"[39.0, 39.0]"
811639471,326.484305,[39.0]
811639528,1600.7101230000003,"[1.0, 13.0, 54.0, 1.0, 13.0, 54.0, 1.0, 13.0, 54.0]"
811639529,2830.047861,"[1.0, 13.0, 54.0, 1.0, 13.0, 54.0, 1.0, 13.0, 54.0, 1.0, 13.0, 54.0]"
811639530,2242.530783,"[1.0, 13.0, 54.0, 1.0, 13.0, 54.0, 1.0, 13.0, 54.0]"
811639531,2396.6336220000003,"[1.0, 13.0, 54.0, 1.0, 13.0, 54.0, 1.0, 13.0, 54.0]"
811639532,2830.0478609999996,"[1.0, 13.0, 54.0, 1.0, 13.0, 54.0, 1.0, 13.0, 54.0, 1.0, 13.0, 54.0]"
811690919,270.180304,"[nan, nan]"
811690922,102.026345,[nan]
811690924,697.901879,"[nan, nan, nan]"
811690925,613.1007609999999,"[nan, nan, nan]"
811691032,7812.058296,[nan]
811691033,2375.5971600000003,"[nan, nan]"
811691036,787.7556050000001,"[nan, nan]"
811691037,664.650224,[nan]
811691098,192.62855,[nan]
811691099,148.401957,[nan]
811691186,115.57713,[nan]
811691198,1366.29148,"[nan, nan]"
811691199,886.200299,"[nan, nan]"
811691202,910.860987,[nan]
811691203,1132.411061,[nan]
811691206,519.424016,"[nan, nan, nan]"
811691224,7120.828386000001,"[13.0, 51.0, 13.0, 51.0, 13.0, 51.0]"
811691240,8784.276816,"[29.0, 33.0, 29.0, 33.0, 29.0, 33.0, 29.0, 33.0, 29.0, 33.0, 29.0, 33.0]"
811691241,6103.29594,"[29.0, 33.0, 29.0, 33.0, 29.0, 33.0, 29.0, 33.0]"
811691245,6625.046205000001,"[11.0, 34.0, 79.0, 11.0, 34.0, 79.0]"
811691247,8232.819467,[nan]
811691248,3947.522187,[nan]
811691250,1016.803561,"[nan, nan]"
811691255,4015.0563899999997,"[13.0, 51.0, 13.0, 51.0, 13.0, 51.0, 13.0, 51.0]"
811691256,4185.725708,"[13.0, 51.0, 13.0, 51.0, 13.0, 51.0]"
811691262,96.314275,[nan]
811691266,558.792989,"[nan, nan, nan]"
811691267,104.739978,"[nan, nan]"
811691268,242.161606,[nan]
811691269,242.161606,[nan]
811691270,239.579963,"[nan, nan]"
811691271,385.427294,"[nan, nan]"
811691285,332.325112,[nan]
811691297,9484.66484,"[29.0, 45.0, 29.0, 45.0, 29.0, 45.0, 29.0, 45.0]"
811691298,13594.392787999997,"[29.0, 45.0, 29.0, 45.0, 29.0, 45.0]"
811691299,1452.48213,"[nan, nan]"
811691300,916.590851,"[nan, nan]"
811691317,715.840578,"[6.0, 52.0, 6.0, 52.0]"
811691318,661.426528,"[6.0, 52.0, 6.0, 52.0, 6.0, 52.0]"
811691319,192.62855,"[6.0, 52.0]"
811691320,1264.091066,"[6.0, 52.0, 6.0, 52.0]"
811691379,468.65065,"[13.0, 13.0, 13.0]"
811691392,128.419033,[nan]
811691394,214.335956,[57.0]
811691395,1835.383403,"[57.0, 57.0]"
811691396,1951.827599,"[57.0, 57.0]"
811691399,680.1756349999999,"[8.0, 28.0, 40.0, 58.0, 84.0]"
811691400,144.471413,[nan]
811691401,115.57713,[28.0]
811691488,346.73139,"[8.0, 40.0, 84.0]"
811691507,593.607828,"[14.0, 49.0, 70.0, 82.0]"
811691521,977.574834,"[nan, nan, nan, nan]"
811691522,701.565134,"[nan, nan, nan, nan]"
811691524,1020.263455,"[8.0, 28.0, 40.0, 43.0, 49.0]"
811728062,454.756842,"[nan, nan, nan]"
811732127,5623.541316,"[34.0, 35.0, 45.0]"
811732128,16866.557124000003,"[34.0, 35.0, 45.0, 78.0, 34.0, 35.0, 45.0, 78.0, 34.0, 35.0, 45.0, 78.0]"
811735675,2776.657481,[78.0]
811735676,2136.9423159999997,"[78.0, 78.0]"
811735678,2772.8885360000004,"[13.0, 34.0, 13.0, 34.0, 13.0, 34.0, 13.0, 34.0]"
811735679,10244.901839999999,"[11.0, 34.0, 78.0, 79.0, 11.0, 34.0, 78.0, 79.0]"
811735680,4085.726596,"[11.0, 34.0, 78.0, 79.0]"
811735681,773.2660370000001,"[nan, nan]"
811735682,529.898706,"[nan, nan]"
811735684,96.314275,[nan]
811735685,115.57713,[nan]
811735686,115.57713,[nan]
811739148,82.555093,[nan]
811739149,82.555093,[nan]
811739150,198.132223,"[nan, nan]"
811739151,3061.060632,"[7.0, 32.0, 50.0, 53.0, 59.0, 70.0, 84.0, 86.0, 7.0, 32.0, 50.0, 53.0, 59.0, 70.0, 84.0, 86.0]"
811739152,846.4077040000001,"[7.0, 53.0, 84.0, 86.0, 7.0, 53.0, 84.0, 86.0]"
811742240,13116.427848000001,"[29.0, 33.0, 71.0, 79.0, 29.0, 33.0, 71.0, 79.0, 29.0, 33.0, 71.0, 79.0, 29.0, 33.0, 71.0, 79.0, 29.0, 33.0, 71.0, 79.0, 29.0, 33.0, 71.0, 79.0, 29.0, 33.0, 71.0, 79.0, 29.0, 33.0, 71.0, 79.0]"
811742241,9324.889704000003,"[29.0, 33.0, 71.0, 79.0, 29.0, 33.0, 71.0, 79.0, 29.0, 33.0, 71.0, 79.0, 29.0, 33.0, 71.0, 79.0]"
811742242,5878.483787999999,"[29.0, 33.0, 71.0, 79.0, 29.0, 33.0, 71.0, 79.0, 29.0, 33.0, 71.0, 79.0, 29.0, 33.0, 71.0, 79.0]"
811742720,213.89821999999998,"[nan, nan]"
811743346,105.070118,[nan]
811743347,128.419033,[nan]
811743348,102.026345,[nan]
811743350,144.471413,[79.0]
811743351,144.471413,[79.0]
811745523,77.05142,[nan]
811745524,77.05142,[nan]
811745526,338.55927,[nan]
811745527,247.665279,[nan]
811745528,378.74586,"[nan, nan, nan]"
811747074,231.15426,[nan]
811747075,589.928222,"[nan, nan, nan]"
811747360,17509.112937,"[5.0, 69.0, 79.0, 5.0, 69.0, 79.0, 5.0, 69.0, 79.0, 5.0, 69.0, 79.0]"
811747361,18436.976937,"[5.0, 69.0, 79.0, 5.0, 69.0, 79.0]"
811747582,33242.496056,"[6.0, 48.0, 52.0, 88.0, 6.0, 48.0, 52.0, 88.0, 6.0, 48.0, 52.0, 88.0, 6.0, 48.0, 52.0, 88.0, 6.0, 48.0, 52.0, 88.0]"
811747583,36569.08946800001,"[6.0, 48.0, 52.0, 88.0, 6.0, 48.0, 52.0, 88.0, 6.0, 48.0, 52.0, 88.0, 6.0, 48.0, 52.0, 88.0, 6.0, 48.0, 52.0, 88.0, 6.0, 48.0, 52.0, 88.0]"
811747881,852.3813329999998,"[3.0, 42.0, 71.0, 3.0, 42.0, 71.0, 3.0, 42.0, 71.0]"
811747883,8713.036129999999,"[3.0, 42.0, 55.0, 56.0, 71.0, 3.0, 42.0, 55.0, 56.0, 71.0, 3.0, 42.0, 55.0, 56.0, 71.0, 3.0, 42.0, 55.0, 56.0, 71.0, 3.0, 42.0, 55.0, 56.0, 71.0]"
811748329,240.785688,[nan]
811748330,144.471413,[nan]
811748331,96.314275,[nan]
811748332,96.314275,[nan]
811748333,1440.134563,"[nan, nan]"
811748334,1733.4479559999997,"[nan, nan, nan, nan]"
811748680,423.073929,"[nan, nan]"
811748847,580.726011,[nan]
811748849,957.416306,"[nan, nan, nan]"
811748850,1035.2057419999999,"[nan, nan, nan]"
811748852,701.3196089999999,"[13.0, 13.0, 13.0]"
811749819,251.141774,"[34.0, 79.0]"
811749821,385.2571,"[34.0, 79.0]"
811749840,105.070118,[nan]
811749841,385.2571,[nan]
811749845,963.14275,[nan]
811749848,8284.823,"[nan, nan]"
811749849,5885.817248,"[nan, nan]"
811751312,11896.958715,"[5.0, 34.0, 69.0, 5.0, 34.0, 69.0, 5.0, 34.0, 69.0, 5.0, 34.0, 69.0]"
811751313,1405.651106,"[nan, nan]"
811751889,1049.413837,"[nan, nan]"
811751890,1049.413837,"[nan, nan]"
811752636,115.57713,[85.0]
811752637,115.57713,[85.0]
811753027,6541.367098000001,"[nan, nan, nan]"
811753028,5010.536115999999,"[nan, nan, nan]"
811753029,9021.821050000002,"[13.0, 51.0, 13.0, 51.0, 13.0, 51.0, 13.0, 51.0, 13.0, 51.0]"
811753189,3470.754039,"[48.0, 48.0, 48.0]"
811753190,358.947784,[48.0]
811753192,569.918795,[nan]
811753226,256.838067,[78.0]
811753261,910.860987,[105.0]
811753782,2378.0447400000007,"[6.0, 33.0, 52.0, 6.0, 33.0, 52.0, 6.0, 33.0, 52.0, 6.0, 33.0, 52.0]"
811753783,2211.346953,"[6.0, 33.0, 52.0, 6.0, 33.0, 52.0, 6.0, 33.0, 52.0, 6.0, 33.0, 52.0]"
811753784,96.024796,[nan]
811753912,125.570887,[nan]
811753913,153.119524,"[nan, nan]"
811753917,125.570887,[nan]
811753918,125.570887,[nan]
